timestamp -> D4,D7Π,D17,D12Π,D13,D11Π,D20,D22Π,D23,D19Π,D21,D18Π,D14,D15Π,D10,D16Π,Class
19:19:43.992 -> 1872,2132,2673,4095,4095,4095,4030,4095,965,4095,2827,2608,4095,4095,0,4095,1
19:19:44.040 -> 228,635,480,1491,1822,1688,0,2192,519,4095,96,963,417,4095,263,4095,1
19:19:44.040 -> 552,452,583,4095,3170,1235,832,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.040 -> 2992,3794,4095,4095,4095,4095,4095,4095,2530,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.040 -> 2925,3604,4095,4095,4095,4095,4095,4095,2384,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.040 -> 2886,3610,4095,4095,4095,4095,4095,4095,2302,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.040 -> 2894,3600,4095,4095,4095,4095,4095,4095,2319,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.040 -> 2570,2427,4095,4095,4095,4095,4095,4095,1721,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.086 -> 2362,2359,4095,4095,4095,4095,4095,4095,1313,4095,4095,4095,4095,4095,3517,4095,1
19:19:44.086 -> 1984,2223,3303,4095,4095,4095,4095,4095,1065,4095,3217,4079,4095,4095,3217,4095,1
19:19:44.086 -> 1897,2183,2913,4095,4095,4095,4095,4095,967,4095,2760,3501,4095,4095,2689,4095,1
19:19:44.086 -> 1652,1927,2286,4095,4095,4095,3216,2253,0,4095,79,0,452,4095,0,4095,1
19:19:44.086 -> 209,547,1040,2782,1040,167,1616,2400,760,4095,0,0,556,4095,47,4095,1
19:19:44.086 -> 424,2243,2460,4095,4095,4095,4095,4095,3881,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.086 -> 2894,3764,4095,4095,4095,4095,4095,4095,2501,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.134 -> 2896,3609,4095,4095,4095,4095,4095,4095,2347,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.134 -> 2927,3613,4095,4095,4095,4095,4095,4095,2371,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.134 -> 2886,3621,4095,4095,4095,4095,4095,4095,2327,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.134 -> 2737,2481,4095,4095,4095,4095,4095,4095,1728,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.134 -> 2395,2366,4095,4095,4095,4095,4095,4095,1221,4095,3955,4095,4095,4095,3503,4095,1
19:19:44.134 -> 1984,2221,3298,4095,4095,4095,4095,4095,1076,4095,3170,4088,4095,4095,3213,4095,1
19:19:44.134 -> 1938,2163,2930,4095,4095,4095,4095,4095,999,4095,2835,3420,4095,4095,2754,4095,1
19:19:44.182 -> 1659,1863,2723,4095,1376,86,423,2515,735,4095,0,336,418,4095,497,4095,1
19:19:44.182 -> 155,411,369,2847,654,958,1084,2242,1204,4095,671,44,519,4095,0,4095,1
19:19:44.182 -> 2960,2661,4095,4095,4095,4095,4095,4095,3403,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.182 -> 3011,3664,4095,4095,4095,4095,4095,4095,2429,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.182 -> 2939,3625,4095,4095,4095,4095,4095,4095,2311,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.182 -> 2925,3618,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.182 -> 2928,2727,4095,4095,4095,4095,4095,4095,1754,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.230 -> 2468,2378,4095,4095,4095,4095,4095,4095,1601,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.230 -> 2016,2246,3634,4095,4095,4095,4095,4095,1122,4095,3664,4095,4095,4095,3314,4095,1
19:19:44.230 -> 1947,2194,3312,4095,4095,4095,4095,4095,1033,4095,2611,3795,4095,4095,2923,4095,1
19:19:44.230 -> 1923,2110,2602,4095,4095,4095,3900,4095,935,4095,0,0,622,4095,82,4095,1
19:19:44.230 -> 439,634,161,2335,1840,1724,320,2153,0,4095,364,215,944,4095,39,4095,1
19:19:44.230 -> 304,957,1649,4095,4095,4095,4095,4095,3679,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.230 -> 2853,3760,4095,4095,4095,4095,4095,4095,2477,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.278 -> 2891,3632,4095,4095,4095,4095,4095,4095,2320,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.278 -> 2950,3621,4095,4095,4095,4095,4095,4095,2267,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.278 -> 2919,3600,4095,4095,4095,4095,4095,4095,2224,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.278 -> 2524,2405,4095,4095,4095,4095,4095,4095,1600,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.278 -> 2150,2334,4095,4095,4095,4095,4095,4095,1168,4095,3671,4095,4095,4095,3518,4095,1
19:19:44.278 -> 1973,2226,3429,4095,4095,4095,4095,4095,1063,4095,3382,3946,4095,4095,3088,4095,1
19:19:44.326 -> 1877,2151,2717,4095,4095,4095,4095,4095,964,4095,2519,3253,4095,4095,0,4095,1
19:19:44.326 -> 327,559,1048,1553,305,737,1148,2165,1183,4095,0,895,507,4095,164,4095,1
19:19:44.326 -> 462,433,1521,4095,4095,4095,4095,4095,3663,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.326 -> 2913,3728,4095,4095,4095,4095,4095,4095,2448,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.326 -> 2928,3630,4095,4095,4095,4095,4095,4095,2338,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.326 -> 2890,3602,4095,4095,4095,4095,4095,4095,2347,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.326 -> 2803,2805,4095,4095,4095,4095,4095,4095,2157,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.326 -> 2487,2387,4095,4095,4095,4095,4095,4095,1599,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.374 -> 2083,2263,3775,4095,4095,4095,4095,4095,1163,4095,3631,4095,4095,4095,3407,4095,1
19:19:44.374 -> 1950,2221,3234,4095,4095,4095,4095,4095,1031,4095,3012,3727,4095,4095,2967,4095,1
19:19:44.374 -> 1854,2112,2607,4095,4095,4095,3829,4095,944,4095,2337,2279,720,4095,2,4095,1
19:19:44.374 -> 212,480,3,2248,561,627,0,2203,104,4095,0,488,943,4095,0,4095,1
19:19:44.374 -> 560,769,2000,4095,4095,4095,4095,4095,3661,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.374 -> 2912,3750,4095,4095,4095,4095,4095,4095,2374,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.374 -> 2934,3600,4095,4095,4095,4095,4095,4095,2303,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.421 -> 2917,3615,4095,4095,4095,4095,4095,4095,2355,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.421 -> 2865,3645,4095,4095,4095,4095,4095,4095,2178,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.421 -> 2517,2398,4095,4095,4095,4095,4095,4095,1509,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.421 -> 2091,2260,3897,4095,4095,4095,4095,4095,1139,4095,3799,4095,4095,4095,3344,4095,1
19:19:44.421 -> 1966,2202,3015,4095,4095,4095,4095,4095,1060,4095,2896,3686,4095,4095,2950,4095,1
19:19:44.421 -> 1867,2133,2688,4095,4095,4095,3946,4095,942,4095,2584,1978,894,4095,0,4095,1
19:19:44.468 -> 298,595,1,2023,992,455,1600,2232,32,4095,1196,0,815,4095,0,4095,1
19:19:44.468 -> 369,731,898,4095,4095,4095,4095,4095,3628,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.468 -> 2857,3737,4095,4095,4095,4095,4095,4095,2380,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.468 -> 2928,3621,4095,4095,4095,4095,4095,4095,2373,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.468 -> 2963,3597,4095,4095,4095,4095,4095,4095,2321,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.468 -> 2866,3594,4095,4095,4095,4095,4095,4095,2191,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.468 -> 2533,2395,4095,4095,4095,4095,4095,4095,1665,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.516 -> 2261,2271,3653,4095,4095,4095,4095,4095,1166,4095,3607,4095,4095,4095,3423,4095,1
19:19:44.516 -> 1949,2215,3222,4095,4095,4095,4095,4095,1086,4095,3024,4035,4095,4095,3049,4095,1
19:19:44.516 -> 1845,2176,2767,4095,4095,4095,4095,4095,895,4095,2993,3355,670,4095,299,4095,1
19:19:44.516 -> 192,542,495,1879,99,1401,3,2547,663,4095,103,705,902,4095,176,4095,1
19:19:44.516 -> 267,1076,1113,4095,1196,2097,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.516 -> 2991,3815,4095,4095,4095,4095,4095,4095,2466,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.516 -> 2967,3631,4095,4095,4095,4095,4095,4095,2347,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.564 -> 2916,3607,4095,4095,4095,4095,4095,4095,2317,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.564 -> 2938,3583,4095,4095,4095,4095,4095,4095,2308,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.564 -> 2726,2514,4095,4095,4095,4095,4095,4095,1714,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.564 -> 2418,2371,4095,4095,4095,4095,4095,4095,1397,4095,4095,4095,4095,4095,3583,4095,1
19:19:44.564 -> 2003,2223,3323,4095,4095,4095,4095,4095,1127,4095,3278,4065,4095,4095,3284,4095,1
19:19:44.564 -> 1905,2181,2783,4095,4095,4095,4095,4095,1005,4095,2848,3604,4095,4095,2487,4095,1
19:19:44.564 -> 1652,2004,2450,4095,4095,4095,3178,4095,0,4095,190,0,484,4095,391,4095,1
19:19:44.612 -> 216,443,1400,1648,451,1492,560,2155,0,4095,732,0,706,4095,428,4095,1
19:19:44.612 -> 565,960,2843,4095,2596,2989,2249,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.612 -> 3027,3763,4095,4095,4095,4095,4095,4095,2466,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.612 -> 2960,3617,4095,4095,4095,4095,4095,4095,2421,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.612 -> 2928,3623,4095,4095,4095,4095,4095,4095,2378,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.612 -> 2914,3599,4095,4095,4095,4095,4095,4095,2171,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.612 -> 2515,2394,4095,4095,4095,4095,4095,4095,1617,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.660 -> 2095,2263,3743,4095,4095,4095,4095,4095,1195,4095,3638,4095,4095,4095,3461,4095,1
19:19:44.660 -> 1947,2211,3130,4095,4095,4095,4095,4095,1066,4095,3001,3955,4095,4095,3057,4095,1
19:19:44.660 -> 1851,2181,2722,4095,4095,4095,4095,4095,913,4095,2864,2428,810,4095,64,4095,1
19:19:44.850 -> 523,615,911,1688,1630,615,39,2543,0,4095,0,984,592,4095,8,4095,1
19:19:44.850 -> 495,432,23,2844,1246,1913,0,2192,160,4095,1214,163,1048,4095,262,4095,1
19:19:44.850 -> 3141,2651,4095,4095,4095,4095,4095,4095,3376,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.850 -> 2864,3693,4095,4095,4095,4095,4095,4095,2333,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.850 -> 2898,3621,4095,4095,4095,4095,4095,4095,2320,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.850 -> 2928,3611,4095,4095,4095,4095,4095,4095,2319,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.850 -> 2815,2547,4095,4095,4095,4095,4095,4095,1758,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.898 -> 2383,2356,4095,4095,4095,4095,4095,4095,1465,4095,4095,4095,4095,4095,3855,4095,1
19:19:44.898 -> 2000,2225,3515,4095,4095,4095,4095,4095,1101,4095,3419,4095,4095,4095,3255,4095,1
19:19:44.898 -> 1909,2183,2879,4095,4095,4095,4095,4095,1028,4095,3063,3669,4095,4095,2640,4095,1
19:19:44.898 -> 1722,1904,2459,4095,4095,4095,3319,4095,1,4095,275,532,473,4095,449,4095,1
19:19:44.898 -> 172,671,1630,2748,1680,780,1464,2145,0,4095,894,130,496,4095,495,4095,1
19:19:44.898 -> 225,1860,2557,4095,4095,4095,4095,4095,3902,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.898 -> 2928,3779,4095,4095,4095,4095,4095,4095,2458,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.946 -> 2933,3635,4095,4095,4095,4095,4095,4095,2315,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.946 -> 2925,3619,4095,4095,4095,4095,4095,4095,2399,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.946 -> 2891,3607,4095,4095,4095,4095,4095,4095,2224,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.946 -> 2527,2432,4095,4095,4095,4095,4095,4095,1703,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.946 -> 2385,2359,4095,4095,4095,4095,4095,4095,1199,4095,4095,4095,4095,4095,3494,4095,1
19:19:44.946 -> 2001,2224,3269,4095,4095,4095,4095,4095,1088,4095,3168,4095,4095,4095,3228,4095,1
19:19:44.946 -> 1914,2173,2814,4095,4095,4095,4095,4095,1008,4095,2762,3542,4095,4095,2672,4095,1
19:19:44.994 -> 1495,1879,2551,2587,604,823,0,2196,0,4095,983,0,966,4095,4,4095,1
19:19:44.994 -> 470,534,339,2700,359,438,481,2131,920,4095,208,0,848,4095,0,4095,1
19:19:44.994 -> 2997,2699,4095,4095,4095,4095,4095,4095,3486,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.994 -> 3007,3679,4095,4095,4095,4095,4095,4095,2335,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.994 -> 2898,3622,4095,4095,4095,4095,4095,4095,2409,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.994 -> 2882,3629,4095,4095,4095,4095,4095,4095,2319,4095,4095,4095,4095,4095,4095,4095,1
19:19:44.994 -> 2922,3600,4095,4095,4095,4095,4095,4095,2197,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.042 -> 2549,2398,4095,4095,4095,4095,4095,4095,1652,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.042 -> 2228,2277,3691,4095,4095,4095,4095,4095,1187,4095,3820,4095,4095,4095,3503,4095,1
19:19:45.042 -> 1963,2213,3136,4095,4095,4095,4095,4095,1059,4095,2931,3962,4095,4095,3065,4095,1
19:19:45.042 -> 1879,2157,2732,4095,4095,4095,3903,4095,1000,4095,2389,3036,725,4095,177,4095,1
19:19:45.042 -> 130,545,3,1313,1136,433,888,2167,0,4095,1110,0,760,4095,0,4095,1
19:19:45.042 -> 362,628,1603,4095,4095,4095,4095,4095,3567,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.042 -> 2866,3727,4095,4095,4095,4095,4095,4095,2428,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.090 -> 2941,3621,4095,4095,4095,4095,4095,4095,2330,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.090 -> 2960,3618,4095,4095,4095,4095,4095,4095,2421,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.090 -> 2743,2761,4095,4095,4095,4095,4095,4095,1878,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.090 -> 2523,2390,4095,4095,4095,4095,4095,4095,1564,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.090 -> 2171,2288,3888,4095,4095,4095,4095,4095,1137,4095,3578,4095,4095,4095,3457,4095,1
19:19:45.090 -> 1946,2197,2929,4095,4095,4095,4095,4095,1071,4095,3017,3761,4095,4095,3011,4095,1
19:19:45.136 -> 1840,2079,2547,4095,4095,4095,3863,4095,969,4095,2433,81,615,4095,112,4095,1
19:19:45.136 -> 367,575,862,1912,39,279,134,2558,0,4095,296,848,553,4095,0,4095,1
19:19:45.136 -> 203,557,1245,4095,3062,2799,1569,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.136 -> 3056,3787,4095,4095,4095,4095,4095,4095,2533,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.136 -> 2909,3615,4095,4095,4095,4095,4095,4095,2327,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.136 -> 2914,3616,4095,4095,4095,4095,4095,4095,2302,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.136 -> 2944,3571,4095,4095,4095,4095,4095,4095,2175,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.184 -> 2528,2410,4095,4095,4095,4095,4095,4095,1744,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.184 -> 2175,2320,4095,4095,4095,4095,4095,4095,1137,4095,3844,4095,4095,4095,3482,4095,1
19:19:45.184 -> 2022,2205,2992,4095,4095,4095,4095,4095,1019,4095,2792,4095,4095,4095,3001,4095,1
19:19:45.184 -> 1904,2149,2895,4095,4095,4095,4095,4095,958,4095,2544,3029,731,4095,0,4095,1
19:19:45.184 -> 160,538,1320,2144,928,803,1596,2463,0,4095,847,0,465,4095,0,4095,1
19:19:45.184 -> 462,547,2129,4095,4095,4095,4095,4095,3713,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.184 -> 2895,3733,4095,4095,4095,4095,4095,4095,2380,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.232 -> 2878,3634,4095,4095,4095,4095,4095,4095,2291,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.232 -> 2897,3629,4095,4095,4095,4095,4095,4095,2322,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.232 -> 2938,3619,4095,4095,4095,4095,4095,4095,2285,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.232 -> 2538,2404,4095,4095,4095,4095,4095,4095,1583,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.232 -> 2178,2279,3792,4095,4095,4095,4095,4095,1043,4095,3694,4095,4095,4095,3439,4095,1
19:19:45.232 -> 2055,2210,3185,4095,4095,4095,4095,4095,1008,4095,2983,3822,4095,4095,3098,4095,1
19:19:45.232 -> 1946,2160,2837,4095,4095,4095,3984,4095,846,4095,2642,2815,895,4095,192,4095,1
19:19:45.280 -> 415,464,1598,1431,335,640,481,2169,1116,4095,0,471,435,4095,498,4095,1
19:19:45.280 -> 564,557,268,4095,4095,4095,4095,4095,3702,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.280 -> 2907,3749,4095,4095,4095,4095,4095,4095,2403,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.280 -> 2919,3618,4095,4095,4095,4095,4095,4095,2319,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.280 -> 2949,3631,4095,4095,4095,4095,4095,4095,2294,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.280 -> 2965,2800,4095,4095,4095,4095,4095,4095,1975,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.280 -> 2525,2389,4095,4095,4095,4095,4095,4095,1654,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.328 -> 2060,2266,3786,4095,4095,4095,4095,4095,1103,4095,3616,4095,4095,4095,3330,4095,1
19:19:45.328 -> 1963,2205,3274,4095,4095,4095,4095,4095,1040,4095,2954,3745,4095,4095,3024,4095,1
19:19:45.328 -> 1904,2149,2672,4095,4095,4095,3756,4095,1042,4095,2674,395,807,4095,39,4095,1
19:19:45.328 -> 214,476,1436,2295,1,670,1624,2184,0,4095,572,0,662,4095,0,4095,1
19:19:45.328 -> 554,688,1474,4095,4095,4095,4095,4095,3537,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.328 -> 2914,3748,4095,4095,4095,4095,4095,4095,2427,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.328 -> 2945,3621,4095,4095,4095,4095,4095,4095,2351,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.376 -> 2927,3632,4095,4095,4095,4095,4095,4095,2241,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.376 -> 2621,2715,4095,4095,4095,4095,4095,4095,2032,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.376 -> 2523,2399,4095,4095,4095,4095,4095,4095,1618,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.376 -> 2077,2273,3763,4095,4095,4095,4095,4095,1156,4095,3728,4095,4095,4095,3415,4095,1
19:19:45.376 -> 1943,2202,3078,4095,4095,4095,4095,4095,1055,4095,3100,4045,4095,4095,3104,4095,1
19:19:45.376 -> 1905,2158,2896,4095,4095,4095,4009,4095,971,4095,2526,2231,735,4095,0,4095,1
19:19:45.376 -> 451,478,1512,1783,449,1054,1372,2236,88,4095,39,624,435,4095,0,4095,1
19:19:45.424 -> 317,746,396,4095,4095,4095,4095,4095,3687,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.424 -> 2921,3741,4095,4095,4095,4095,4095,4095,2434,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.424 -> 2943,3627,4095,4095,4095,4095,4095,4095,2281,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.424 -> 2880,3623,4095,4095,4095,4095,4095,4095,2309,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.424 -> 2884,3004,4095,4095,4095,4095,4095,4095,2245,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.424 -> 2509,2387,4095,4095,4095,4095,4095,4095,1527,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.424 -> 2047,2262,3811,4095,4095,4095,4095,4095,1210,4095,3522,4095,4095,4095,3353,4095,1
19:19:45.470 -> 1936,2209,3140,4095,4095,4095,4095,4095,1072,4095,2991,3681,4095,4095,3094,4095,1
19:19:45.470 -> 1893,2121,2664,4095,4095,4095,4095,4095,1019,4095,2755,1934,918,4095,0,4095,1
19:19:45.470 -> 400,457,1456,1615,1788,1009,208,2177,956,4095,0,1104,451,4095,0,4095,1
19:19:45.470 -> 456,815,1721,4095,4095,4095,4095,4095,3626,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.470 -> 2928,3760,4095,4095,4095,4095,4095,4095,2394,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.470 -> 2926,3631,4095,4095,4095,4095,4095,4095,2375,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.518 -> 2890,3612,4095,4095,4095,4095,4095,4095,2301,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.518 -> 2946,3602,4095,4095,4095,4095,4095,4095,2273,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.518 -> 2550,2416,4095,4095,4095,4095,4095,4095,1584,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.518 -> 2104,2286,3926,4095,4095,4095,4095,4095,1133,4095,3663,4095,4095,4095,3452,4095,1
19:19:45.710 -> 2942,3638,4095,4095,4095,4095,4095,4095,2270,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.710 -> 2548,2415,4095,4095,4095,4095,4095,4095,1653,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.710 -> 2038,2346,3739,4095,4095,4095,4095,4095,1111,4095,3696,4095,4095,4095,3502,4095,1
19:19:45.710 -> 2002,2227,3433,4095,4095,4095,4095,4095,1072,4095,3223,3957,4095,4095,3144,4095,1
19:19:45.710 -> 1878,2160,2683,4095,4095,4095,4095,4095,976,4095,2640,3285,4095,4095,0,4095,1
19:19:45.710 -> 387,557,0,1351,115,291,32,2161,0,4095,0,1089,455,4095,478,4095,1
19:19:45.710 -> 307,670,2088,4095,1891,1390,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.758 -> 2974,3829,4095,4095,4095,4095,4095,4095,2438,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.758 -> 2939,3636,4095,4095,4095,4095,4095,4095,2336,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.758 -> 2914,3664,4095,4095,4095,4095,4095,4095,2368,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.758 -> 2935,3626,4095,4095,4095,4095,4095,4095,2027,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.758 -> 2548,2431,4095,4095,4095,4095,4095,4095,1674,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.758 -> 2246,2370,4095,4095,4095,4095,4095,4095,1181,4095,4031,4095,4095,4095,3534,4095,1
19:19:45.805 -> 1983,2229,3236,4095,4095,4095,4095,4095,1095,4095,3215,4011,4095,4095,3216,4095,1
19:19:45.805 -> 1883,2169,2917,4095,4095,4095,4095,4095,965,4095,2795,2928,4095,4095,2645,4095,1
19:19:45.805 -> 1298,1846,2784,2946,945,1239,0,2471,0,4095,951,763,768,4095,0,4095,1
19:19:45.805 -> 378,483,1023,3544,167,883,417,2580,160,4095,0,839,814,4095,72,4095,1
19:19:45.805 -> 3127,2677,4095,4095,4095,4095,4095,4095,3556,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.805 -> 3039,3712,4095,4095,4095,4095,4095,4095,2411,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.805 -> 2881,3665,4095,4095,4095,4095,4095,4095,2290,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.852 -> 2943,3648,4095,4095,4095,4095,4095,4095,2298,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.852 -> 2899,3623,4095,4095,4095,4095,4095,4095,2199,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.852 -> 2523,2415,4095,4095,4095,4095,4095,4095,1612,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.852 -> 2151,2294,3920,4095,4095,4095,4095,4095,1122,4095,4076,4095,4095,4095,3418,4095,1
19:19:45.852 -> 1975,2211,2998,4095,4095,4095,4095,4095,1065,4095,2997,3724,4095,4095,2995,4095,1
19:19:45.852 -> 1868,2160,2679,4095,4095,4095,4095,4095,815,4095,2652,2160,781,4095,359,4095,1
19:19:45.852 -> 335,544,0,2512,1423,878,46,2523,1159,4095,193,62,543,4095,0,4095,1
19:19:45.900 -> 183,894,1560,4095,4095,4095,4095,4095,3781,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.900 -> 2930,3804,4095,4095,4095,4095,4095,4095,2479,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.900 -> 2928,3669,4095,4095,4095,4095,4095,4095,2311,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.900 -> 2947,3651,4095,4095,4095,4095,4095,4095,2254,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.900 -> 2911,3631,4095,4095,4095,4095,4095,4095,2186,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.900 -> 2558,2411,4095,4095,4095,4095,4095,4095,1569,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.900 -> 2146,2270,3519,4095,4095,4095,4095,4095,1107,4095,3725,4095,4095,4095,3447,4095,1
19:19:45.948 -> 1949,2220,3089,4095,4095,4095,4095,4095,1049,4095,2784,3759,4095,4095,3052,4095,1
19:19:45.948 -> 1840,2140,2721,4095,4095,4095,3751,4095,896,4095,2788,2350,944,4095,343,4095,1
19:19:45.948 -> 475,667,35,1600,1912,1300,0,2236,0,4095,0,92,463,4095,508,4095,1
19:19:45.948 -> 368,1039,2104,4095,2724,807,153,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.948 -> 2955,3831,4095,4095,4095,4095,4095,4095,2480,4095,4095,4095,4095,4095,4095,4095,1
19:19:45.948 -> 2945,3670,4095,4095,4095,4095,4095,4095,2327,4095,4095,4095,4095,4095,4095,4095,1
